State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Maharashtra,Ahmednagar,2024,rabi,cotton,58.95,53.8
Maharashtra,Ahmednagar,2024,rabi,sugarcane,37.68,1718.21
Maharashtra,Ahmednagar,2024,kharif,maize,64.02,189.6
Maharashtra,Ahmednagar,2024,kharif,wheat,47.25,119.98
Maharashtra,Ahmednagar,2024,kharif,rice,9.37,35.62
Maharashtra,Ahmednagar,2024,kharif,cotton,1.21,1.22
Maharashtra,Ahmednagar,2024,kharif,sugarcane,74.99,3925.09
Maharashtra,Ahmednagar,2024,whole year,maize,18.96,59.06
Maharashtra,Ahmednagar,2024,whole year,wheat,17.52,41.61
Maharashtra,Ahmednagar,2024,whole year,rice,48.82,204.9
Maharashtra,Ahmednagar,2024,whole year,cotton,76.92,84.08
Maharashtra,Ahmednagar,2024,whole year,sugarcane,99.73,4806.96
